Tenure in Months,Monthly Charge,Contract,Paperless Billing,Payment Method,Unlimited Data,Avg Monthly GB Download,Number of Referrals
9,21.25,One Year,Yes,Credit Card,,22.0,1
70,45.25,One Year,Yes,Bank Withdrawal,Yes,20.0,0
37,95.25,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,0
32,96.15,Month-to-Month,Yes,Credit Card,Yes,18.0,0
8,20.2,One Year,Yes,Bank Withdrawal,,22.0,0
34,103.8,One Year,Yes,Bank Withdrawal,Yes,16.0,0
40,89.6,One Year,Yes,Credit Card,Yes,69.0,0
33,68.25,Month-to-Month,No,Bank Withdrawal,Yes,23.0,0
62,96.1,One Year,No,Bank Withdrawal,Yes,41.0,4
8,85.65,Month-to-Month,Yes,Bank Withdrawal,No,16.0,1
48,39.4,Two Year,No,Credit Card,No,52.0,5
14,19.65,One Year,No,Credit Card,,22.0,8
50,104.95,Month-to-Month,Yes,Bank Withdrawal,Yes,29.0,0
2,94.2,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,0
71,116.3,One Year,Yes,Bank Withdrawal,Yes,48.0,0
24,24.6,One Year,No,Bank Withdrawal,,22.0,0
55,20.5,Two Year,No,Credit Card,,22.0,1
27,20.55,One Year,Yes,Credit Card,,22.0,10
2,80.55,Month-to-Month,No,Credit Card,Yes,11.0,0
3,19.75,Month-to-Month,No,Bank Withdrawal,,20.0,0
63,80.3,Month-to-Month,Yes,Credit Card,No,48.0,9
59,99.5,One Year,Yes,Bank Withdrawal,Yes,5.0,1
6,20.6,One Year,No,Credit Card,,22.0,0
13,19.95,One Year,Yes,Bank Withdrawal,,22.0,0
59,20.6,Two Year,No,Credit Card,,22.0,1
72,91.95,Two Year,Yes,Credit Card,Yes,59.0,1
56,24.45,Two Year,Yes,Credit Card,,22.0,2
8,19.85,Two Year,Yes,Credit Card,,22.0,8
8,84.5,Month-to-Month,No,Bank Withdrawal,Yes,19.0,0
72,105.6,Two Year,No,Bank Withdrawal,Yes,5.0,5
72,106.85,One Year,Yes,Bank Withdrawal,No,20.0,8
12,19.8,One Year,No,Bank Withdrawal,,22.0,10
1,19.95,Month-to-Month,No,Credit Card,,21.0,0
61,20.55,Two Year,No,Credit Card,,22.0,0
30,94.3,Month-to-Month,Yes,Credit Card,Yes,28.0,0
61,82.15,One Year,Yes,Bank Withdrawal,Yes,2.0,4
8,19.2,Month-to-Month,No,Credit Card,,22.0,0
9,99.3,Month-to-Month,Yes,Credit Card,Yes,69.0,0
67,111.3,One Year,Yes,Bank Withdrawal,Yes,21.0,0
72,109.55,Two Year,No,Credit Card,No,52.0,9
53,65.0,Month-to-Month,No,Credit Card,Yes,19.0,9
20,49.6,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,5
72,89.85,Two Year,No,Credit Card,Yes,9.0,5
40,50.25,One Year,Yes,Credit Card,Yes,6.0,0
30,74.75,One Year,Yes,Bank Withdrawal,Yes,5.0,0
15,65.6,One Year,No,Credit Card,Yes,73.0,0
58,107.75,One Year,Yes,Bank Withdrawal,Yes,19.0,0
3,45.0,Month-to-Month,No,Bank Withdrawal,No,6.0,0
32,70.5,One Year,No,Credit Card,Yes,6.0,7
13,30.85,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,0
72,84.8,Two Year,Yes,Credit Card,Yes,2.0,7
2,19.3,Month-to-Month,No,Credit Card,,21.0,0
14,78.85,Month-to-Month,No,Bank Withdrawal,No,2.0,0
17,24.8,Month-to-Month,No,Credit Card,,22.0,0
29,84.9,Month-to-Month,Yes,Bank Withdrawal,Yes,21.0,0
42,22.95,Two Year,No,Bank Withdrawal,,22.0,1
51,25.0,One Year,No,Bank Withdrawal,,22.0,0
1,75.3,Month-to-Month,No,Mailed Check,Yes,51.0,0
68,25.8,Two Year,No,Credit Card,,22.0,8
52,74.0,One Year,No,Credit Card,Yes,21.0,0
69,110.05,Two Year,Yes,Credit Card,Yes,73.0,0
22,24.85,Month-to-Month,Yes,Credit Card,,22.0,0
40,63.9,One Year,No,Bank Withdrawal,Yes,52.0,4
43,56.35,One Year,Yes,Credit Card,Yes,23.0,9
1,69.5,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
56,24.8,Two Year,Yes,Credit Card,,22.0,0
72,66.75,Two Year,No,Credit Card,Yes,27.0,8
14,50.1,Month-to-Month,No,Bank Withdrawal,Yes,59.0,0
23,20.4,Two Year,No,Bank Withdrawal,,22.0,1
2,47.8,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,0
66,106.05,Two Year,Yes,Credit Card,Yes,52.0,0
38,95.0,One Year,No,Credit Card,No,27.0,1
1,69.25,Month-to-Month,Yes,Bank Withdrawal,Yes,8.0,1
72,79.35,Two Year,Yes,Bank Withdrawal,No,14.0,2
33,95.0,Month-to-Month,Yes,Credit Card,No,22.0,1
25,74.3,One Year,No,Credit Card,Yes,21.0,0
5,69.7,Month-to-Month,Yes,Bank Withdrawal,Yes,58.0,0
34,105.35,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,0
3,55.15,Month-to-Month,No,Credit Card,Yes,51.0,0
27,95.55,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,1
59,99.45,Month-to-Month,Yes,Bank Withdrawal,No,12.0,0
5,44.8,Month-to-Month,No,Credit Card,Yes,19.0,10
44,61.5,One Year,Yes,Credit Card,No,20.0,8
69,61.4,Two Year,No,Credit Card,Yes,19.0,10
25,94.7,Month-to-Month,Yes,Bank Withdrawal,Yes,8.0,0
52,21.0,Two Year,No,Bank Withdrawal,,22.0,0
21,20.0,Month-to-Month,No,Credit Card,,22.0,0
2,70.75,Month-to-Month,No,Bank Withdrawal,Yes,21.0,0
30,19.7,Two Year,No,Credit Card,,22.0,1
40,50.15,Month-to-Month,Yes,Credit Card,Yes,28.0,7
8,90.25,Month-to-Month,Yes,Bank Withdrawal,No,4.0,4
61,20.55,One Year,Yes,Credit Card,,22.0,3
41,20.45,Month-to-Month,No,Bank Withdrawal,,22.0,0
41,114.5,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,0
71,105.55,Two Year,No,Bank Withdrawal,Yes,53.0,3
39,106.4,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,0
59,20.2,Two Year,Yes,Bank Withdrawal,,22.0,0
61,73.8,Two Year,Yes,Bank Withdrawal,No,24.0,9
2,-1.0,Month-to-Month,No,Credit Card,No,14.0,0
24,54.15,Month-to-Month,Yes,Credit Card,Yes,52.0,0
4,80.8,Month-to-Month,No,Credit Card,Yes,76.0,0
1,89.3,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,0
4,19.4,Month-to-Month,No,Credit Card,,22.0,0
4,20.4,Month-to-Month,No,Credit Card,,22.0,0
71,24.75,Two Year,No,Bank Withdrawal,,22.0,3
6,49.5,Month-to-Month,Yes,Credit Card,Yes,22.0,0
17,66.7,Month-to-Month,Yes,Mailed Check,Yes,53.0,1
72,59.75,Two Year,No,Bank Withdrawal,Yes,23.0,0
18,25.55,Month-to-Month,No,Credit Card,Yes,52.0,9
1,70.45,Month-to-Month,Yes,Credit Card,No,8.0,0
3,19.85,Month-to-Month,No,Mailed Check,,20.0,0
57,69.85,Two Year,No,Bank Withdrawal,Yes,30.0,0
1,69.9,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
11,20.1,Month-to-Month,No,Credit Card,,20.0,0
5,19.65,Month-to-Month,Yes,Credit Card,,22.0,0
35,89.65,Month-to-Month,Yes,Bank Withdrawal,No,53.0,4
10,-7.0,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,0
45,42.3,One Year,No,Bank Withdrawal,Yes,10.0,0
11,75.25,Month-to-Month,No,Bank Withdrawal,Yes,23.0,0
48,20.15,Two Year,No,Credit Card,,22.0,0
72,65.2,Two Year,Yes,Credit Card,Yes,30.0,5
71,89.45,Two Year,No,Credit Card,Yes,27.0,10
1,69.65,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
5,70.05,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
12,79.95,Month-to-Month,Yes,Bank Withdrawal,Yes,41.0,0
34,40.55,Two Year,Yes,Bank Withdrawal,Yes,29.0,10
58,100.4,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,8
39,95.55,One Year,Yes,Bank Withdrawal,Yes,71.0,0
1,54.75,Month-to-Month,Yes,Mailed Check,Yes,12.0,0
30,99.7,Month-to-Month,Yes,Bank Withdrawal,No,8.0,0
5,99.15,Month-to-Month,Yes,Mailed Check,Yes,25.0,1
66,99.5,Month-to-Month,Yes,Credit Card,Yes,25.0,1
68,85.3,Two Year,No,Bank Withdrawal,Yes,26.0,1
4,51.75,Month-to-Month,No,Credit Card,Yes,13.0,0
10,20.35,One Year,No,Credit Card,,22.0,0
41,101.1,One Year,Yes,Bank Withdrawal,Yes,9.0,0
26,50.35,One Year,No,Credit Card,Yes,19.0,4
41,111.95,One Year,Yes,Bank Withdrawal,Yes,29.0,1
1,36.45,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
71,113.15,Two Year,Yes,Credit Card,Yes,76.0,0
4,24.1,One Year,No,Credit Card,,22.0,1
37,100.05,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0
56,19.7,Two Year,No,Bank Withdrawal,,22.0,0
4,64.4,Month-to-Month,Yes,Credit Card,Yes,19.0,0
68,25.05,Two Year,No,Credit Card,,22.0,4
58,20.8,Two Year,No,Credit Card,,22.0,0
2,62.15,Month-to-Month,Yes,Mailed Check,Yes,24.0,6
33,73.9,One Year,Yes,Mailed Check,Yes,4.0,3
1,68.5,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,1
27,78.2,One Year,No,Credit Card,Yes,59.0,0
65,90.45,Two Year,Yes,Credit Card,Yes,14.0,3
18,90.1,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,0
3,44.6,Month-to-Month,No,Bank Withdrawal,Yes,27.0,0
39,-10.0,Two Year,No,Credit Card,,22.0,0
31,75.5,One Year,Yes,Credit Card,Yes,15.0,2
51,97.8,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,0
72,24.75,Two Year,No,Bank Withdrawal,,22.0,1
7,93.85,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
12,79.55,Month-to-Month,Yes,Credit Card,Yes,16.0,0
31,79.45,One Year,Yes,Mailed Check,Yes,3.0,0
9,75.6,Month-to-Month,No,Bank Withdrawal,Yes,6.0,0
12,78.85,One Year,No,Bank Withdrawal,Yes,17.0,3
70,88.0,Two Year,Yes,Credit Card,Yes,51.0,9
1,20.45,Two Year,No,Credit Card,,21.0,0
18,75.6,Month-to-Month,Yes,Bank Withdrawal,Yes,42.0,0
55,64.75,Two Year,Yes,Mailed Check,Yes,20.0,0
4,19.0,Month-to-Month,No,Mailed Check,,22.0,0
3,19.85,Month-to-Month,No,Credit Card,,20.0,0
71,82.0,Two Year,Yes,Credit Card,Yes,23.0,0
17,80.85,One Year,No,Bank Withdrawal,No,73.0,0
23,79.35,Two Year,Yes,Credit Card,Yes,18.0,0
1,80.8,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,0
72,93.05,Two Year,Yes,Bank Withdrawal,Yes,30.0,10
65,94.4,One Year,No,Bank Withdrawal,Yes,25.0,2
65,105.05,Month-to-Month,Yes,Bank Withdrawal,No,23.0,3
51,59.9,One Year,No,Credit Card,Yes,3.0,0
19,20.25,One Year,No,Credit Card,,22.0,0
1,95.65,Month-to-Month,No,Credit Card,Yes,9.0,0
1,20.4,Month-to-Month,No,Mailed Check,,20.0,0
68,110.8,Two Year,Yes,Bank Withdrawal,Yes,14.0,2
38,24.85,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,2
10,19.8,Month-to-Month,Yes,Bank Withdrawal,,22.0,6
12,19.45,Month-to-Month,No,Bank Withdrawal,,22.0,0
20,64.15,One Year,Yes,Credit Card,No,18.0,3
51,98.85,One Year,Yes,Bank Withdrawal,No,23.0,1
1,100.8,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,4
56,105.35,Month-to-Month,Yes,Credit Card,Yes,24.0,0
49,100.65,Two Year,No,Credit Card,Yes,27.0,0
12,20.1,Month-to-Month,Yes,Credit Card,,22.0,3
55,90.4,Month-to-Month,Yes,Credit Card,Yes,56.0,10
1,-5.0,Month-to-Month,Yes,Credit Card,No,26.0,0
53,104.05,Two Year,Yes,Bank Withdrawal,Yes,17.0,1
11,51.1,Month-to-Month,No,Bank Withdrawal,Yes,21.0,0
71,105.15,Two Year,Yes,Bank Withdrawal,No,3.0,4
1,69.85,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,0
49,93.65,One Year,Yes,Bank Withdrawal,Yes,59.0,7
61,103.3,One Year,Yes,Bank Withdrawal,Yes,22.0,6
23,20.0,One Year,Yes,Credit Card,,22.0,2
2,60.95,Month-to-Month,No,Bank Withdrawal,Yes,12.0,0
2,20.2,One Year,No,Credit Card,,21.0,6
8,94.75,Month-to-Month,Yes,Bank Withdrawal,Yes,82.0,4
19,86.85,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,8
7,84.35,One Year,Yes,Bank Withdrawal,No,20.0,0
1,62.05,Month-to-Month,No,Mailed Check,No,12.0,0
1,73.0,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,0
5,50.35,Month-to-Month,No,Bank Withdrawal,Yes,28.0,0
2,20.3,Month-to-Month,No,Credit Card,,21.0,0
3,41.15,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
24,81.0,Month-to-Month,No,Bank Withdrawal,Yes,26.0,3
12,43.8,Month-to-Month,No,Bank Withdrawal,Yes,17.0,0
33,95.3,Month-to-Month,Yes,Bank Withdrawal,Yes,53.0,0
5,84.85,Month-to-Month,Yes,Credit Card,No,27.0,0
71,19.85,Two Year,No,Bank Withdrawal,,22.0,2
16,95.6,Month-to-Month,Yes,Credit Card,Yes,30.0,0
8,44.55,Two Year,Yes,Mailed Check,Yes,4.0,0
44,20.4,Two Year,No,Credit Card,,22.0,0
6,78.65,Month-to-Month,No,Credit Card,No,7.0,0
69,110.5,Two Year,Yes,Bank Withdrawal,Yes,42.0,0
36,35.35,One Year,No,Mailed Check,Yes,23.0,7
13,95.05,Month-to-Month,Yes,Bank Withdrawal,Yes,24.0,0
38,84.1,One Year,No,Bank Withdrawal,Yes,13.0,0
1,21.0,Month-to-Month,Yes,Bank Withdrawal,,20.0,1
15,96.5,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,9
51,19.1,One Year,No,Bank Withdrawal,,22.0,0
72,109.75,Two Year,Yes,Credit Card,Yes,17.0,6
19,18.8,One Year,No,Credit Card,,22.0,0
45,105.15,Month-to-Month,Yes,Bank Withdrawal,Yes,20.0,9
14,76.1,Two Year,No,Bank Withdrawal,Yes,52.0,0
72,19.95,Two Year,No,Bank Withdrawal,,22.0,0
1,70.15,Month-to-Month,Yes,Credit Card,Yes,9.0,0
6,19.7,Month-to-Month,No,Credit Card,,22.0,9
51,49.65,Month-to-Month,Yes,Bank Withdrawal,Yes,42.0,0
9,24.1,One Year,No,Bank Withdrawal,Yes,15.0,1
1,40.1,Month-to-Month,No,Bank Withdrawal,No,12.0,1
1,20.65,Month-to-Month,No,Bank Withdrawal,,21.0,0
70,98.9,One Year,No,Bank Withdrawal,Yes,59.0,0
26,75.0,One Year,No,Bank Withdrawal,Yes,76.0,0
71,105.9,One Year,Yes,Bank Withdrawal,No,23.0,0
28,29.75,Month-to-Month,Yes,Credit Card,Yes,14.0,0
35,73.0,One Year,Yes,Bank Withdrawal,Yes,18.0,0
10,80.25,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,0
46,55.0,Month-to-Month,No,Bank Withdrawal,Yes,15.0,9
14,18.8,Two Year,No,Mailed Check,,22.0,2
26,66.05,Two Year,Yes,Bank Withdrawal,Yes,15.0,0
7,50.3,Month-to-Month,Yes,Bank Withdrawal,Yes,53.0,7
67,109.7,One Year,Yes,Credit Card,Yes,23.0,6
44,65.4,One Year,No,Bank Withdrawal,Yes,2.0,0
30,64.5,One Year,No,Credit Card,No,6.0,0
1,55.3,Month-to-Month,Yes,Credit Card,Yes,82.0,8
2,71.65,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,5
67,24.9,Two Year,Yes,Credit Card,,22.0,4
69,35.75,One Year,Yes,Bank Withdrawal,No,19.0,0
65,26.5,Two Year,No,Bank Withdrawal,,22.0,0
5,64.35,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0
51,93.5,One Year,Yes,Bank Withdrawal,Yes,46.0,2
72,104.95,One Year,Yes,Bank Withdrawal,Yes,18.0,0
22,100.05,One Year,Yes,Credit Card,Yes,57.0,10
3,76.1,Month-to-Month,No,Bank Withdrawal,Yes,17.0,0
43,40.45,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,0
34,90.05,Month-to-Month,Yes,Credit Card,Yes,57.0,10
1,90.1,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,1
63,83.5,Two Year,No,Credit Card,Yes,69.0,1
64,19.8,One Year,No,Bank Withdrawal,,22.0,7
32,90.95,Two Year,No,Bank Withdrawal,Yes,4.0,0
4,49.4,Month-to-Month,Yes,Bank Withdrawal,No,16.0,0
51,34.2,Two Year,No,Bank Withdrawal,Yes,27.0,7
30,70.25,One Year,No,Bank Withdrawal,Yes,13.0,7
4,46.0,Month-to-Month,Yes,Mailed Check,Yes,16.0,0
46,19.95,Two Year,No,Bank Withdrawal,,22.0,0
48,64.4,One Year,Yes,Bank Withdrawal,Yes,53.0,0
28,110.85,One Year,Yes,Bank Withdrawal,Yes,8.0,6
29,76.0,Month-to-Month,Yes,Credit Card,Yes,42.0,0
69,20.2,Two Year,No,Bank Withdrawal,,22.0,5
17,62.1,One Year,Yes,Credit Card,Yes,28.0,10
22,84.15,Month-to-Month,Yes,Bank Withdrawal,No,41.0,0
45,99.7,Two Year,No,Bank Withdrawal,Yes,12.0,0
17,92.55,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,1
70,78.35,One Year,No,Bank Withdrawal,Yes,59.0,2
2,20.05,Month-to-Month,No,Credit Card,,21.0,0
46,59.9,One Year,Yes,Bank Withdrawal,No,15.0,1
58,19.55,One Year,Yes,Bank Withdrawal,,22.0,3
28,25.7,Month-to-Month,No,Mailed Check,,22.0,8
12,53.75,Month-to-Month,Yes,Credit Card,Yes,3.0,0
27,75.75,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,7
9,75.75,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,1
10,98.55,Month-to-Month,No,Bank Withdrawal,Yes,13.0,0
53,25.1,Two Year,No,Credit Card,,22.0,1
6,20.65,Month-to-Month,No,Credit Card,,22.0,0
1,24.4,Month-to-Month,No,Credit Card,Yes,29.0,0
45,78.8,One Year,No,Bank Withdrawal,Yes,19.0,6
6,70.55,Month-to-Month,No,Credit Card,Yes,27.0,0
62,-10.0,Two Year,Yes,Credit Card,,22.0,0
13,70.45,Month-to-Month,No,Bank Withdrawal,Yes,26.0,1
67,67.85,Two Year,No,Credit Card,Yes,58.0,5
47,65.0,Two Year,Yes,Credit Card,No,13.0,0
21,54.6,Month-to-Month,No,Bank Withdrawal,Yes,11.0,4
26,74.95,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,0
14,104.85,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,0
2,49.95,Two Year,No,Mailed Check,Yes,9.0,0
54,46.2,Two Year,No,Bank Withdrawal,Yes,7.0,0
10,61.9,Two Year,Yes,Bank Withdrawal,Yes,19.0,0
71,104.15,Two Year,Yes,Credit Card,Yes,85.0,1
5,55.8,Month-to-Month,Yes,Credit Card,Yes,51.0,0
22,75.8,Month-to-Month,Yes,Bank Withdrawal,Yes,58.0,3
24,19.75,Two Year,No,Credit Card,,22.0,4
1,49.75,Month-to-Month,No,Bank Withdrawal,Yes,14.0,0
58,25.15,Two Year,No,Credit Card,,22.0,1
12,84.6,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,0
3,20.55,One Year,Yes,Credit Card,,21.0,0
61,106.6,Two Year,Yes,Bank Withdrawal,Yes,28.0,0
48,104.5,Two Year,Yes,Bank Withdrawal,Yes,75.0,6
44,89.15,One Year,No,Credit Card,Yes,19.0,0
4,45.65,Month-to-Month,No,Mailed Check,Yes,27.0,0
72,112.1,Two Year,No,Credit Card,Yes,18.0,1
1,50.9,Month-to-Month,No,Credit Card,Yes,11.0,0
39,59.85,Month-to-Month,Yes,Credit Card,Yes,23.0,4
40,24.6,Two Year,Yes,Credit Card,,22.0,0
50,95.7,Month-to-Month,Yes,Bank Withdrawal,No,6.0,0
13,61.8,Month-to-Month,No,Bank Withdrawal,Yes,56.0,8
53,69.7,Two Year,Yes,Credit Card,Yes,16.0,3
22,20.15,Month-to-Month,No,Credit Card,,22.0,0
7,34.2,Month-to-Month,No,Credit Card,Yes,17.0,3
21,99.85,Month-to-Month,Yes,Credit Card,Yes,48.0,0
17,64.8,One Year,No,Credit Card,Yes,11.0,2
4,20.15,Month-to-Month,No,Bank Withdrawal,,22.0,5
4,88.95,Month-to-Month,Yes,Bank Withdrawal,No,51.0,0
17,94.8,Two Year,Yes,Bank Withdrawal,Yes,13.0,7
45,19.2,Two Year,No,Bank Withdrawal,,22.0,6
17,19.9,One Year,No,Bank Withdrawal,,22.0,8
31,93.8,One Year,Yes,Bank Withdrawal,Yes,52.0,2
67,25.6,Two Year,Yes,Bank Withdrawal,,22.0,0
1,72.1,One Year,Yes,Bank Withdrawal,Yes,22.0,0
23,98.7,Month-to-Month,Yes,Credit Card,Yes,19.0,0
25,60.35,Month-to-Month,No,Bank Withdrawal,No,76.0,1
42,84.35,Two Year,No,Credit Card,Yes,52.0,4
46,85.0,Month-to-Month,No,Bank Withdrawal,Yes,29.0,0
34,62.65,Month-to-Month,No,Bank Withdrawal,Yes,71.0,1
10,51.65,Month-to-Month,Yes,Credit Card,Yes,23.0,0
14,105.95,One Year,No,Credit Card,Yes,23.0,3
70,115.55,One Year,No,Credit Card,Yes,52.0,0
67,105.65,Two Year,Yes,Bank Withdrawal,Yes,22.0,8
10,25.7,Two Year,No,Bank Withdrawal,,22.0,0
45,78.75,One Year,No,Credit Card,Yes,13.0,3
3,84.3,Month-to-Month,No,Bank Withdrawal,Yes,26.0,0
18,50.3,Month-to-Month,Yes,Credit Card,Yes,17.0,4
1,25.8,Month-to-Month,Yes,Mailed Check,No,26.0,0
55,19.35,Two Year,No,Bank Withdrawal,,22.0,2
48,24.55,One Year,No,Bank Withdrawal,,22.0,0
25,19.9,One Year,No,Credit Card,,22.0,0
45,108.45,Month-to-Month,Yes,Credit Card,Yes,73.0,0
1,70.6,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
1,75.35,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,0
16,71.4,Month-to-Month,Yes,Bank Withdrawal,Yes,48.0,0
4,94.3,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
17,20.5,One Year,Yes,Mailed Check,,22.0,0
41,83.75,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,1
42,69.4,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,10
1,70.45,Month-to-Month,Yes,Mailed Check,Yes,30.0,1
64,54.6,Two Year,Yes,Bank Withdrawal,Yes,30.0,1
1,84.85,Month-to-Month,Yes,Bank Withdrawal,Yes,41.0,0
19,20.85,Two Year,No,Credit Card,,22.0,0
9,73.8,Month-to-Month,Yes,Bank Withdrawal,No,22.0,0
72,94.45,Two Year,Yes,Credit Card,Yes,48.0,5
1,60.0,Month-to-Month,Yes,Bank Withdrawal,No,16.0,0
54,59.8,Two Year,Yes,Bank Withdrawal,Yes,21.0,9
1,20.95,Month-to-Month,No,Credit Card,,20.0,0
38,54.5,Month-to-Month,No,Bank Withdrawal,Yes,30.0,5
28,106.1,One Year,No,Bank Withdrawal,Yes,24.0,1
2,69.0,Month-to-Month,No,Credit Card,Yes,23.0,1
70,19.8,Two Year,No,Bank Withdrawal,,22.0,1
1,75.3,Month-to-Month,Yes,Bank Withdrawal,No,17.0,0
26,44.45,Month-to-Month,Yes,Credit Card,Yes,29.0,0
1,19.75,Month-to-Month,No,Credit Card,,20.0,0
7,94.1,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
6,19.7,Month-to-Month,No,Credit Card,,22.0,0
4,19.65,Month-to-Month,Yes,Credit Card,,22.0,0
12,74.15,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,7
1,20.5,Month-to-Month,Yes,Mailed Check,,20.0,0
42,-5.0,One Year,Yes,Bank Withdrawal,Yes,19.0,0
56,68.45,One Year,Yes,Credit Card,Yes,18.0,1
71,80.7,Two Year,Yes,Credit Card,Yes,17.0,4
32,79.3,Two Year,No,Mailed Check,Yes,11.0,2
14,25.55,Month-to-Month,No,Credit Card,,22.0,1
27,88.3,Month-to-Month,No,Credit Card,Yes,11.0,0
1,44.45,Month-to-Month,No,Credit Card,Yes,16.0,0
72,108.4,Two Year,Yes,Credit Card,No,30.0,4
67,90.6,One Year,Yes,Credit Card,Yes,5.0,1
32,20.05,Two Year,Yes,Bank Withdrawal,,22.0,0
3,20.4,Month-to-Month,No,Credit Card,,21.0,0
56,65.2,One Year,No,Bank Withdrawal,Yes,11.0,1
11,20.0,One Year,No,Credit Card,,22.0,0
65,70.95,One Year,Yes,Bank Withdrawal,Yes,20.0,6
58,102.1,Month-to-Month,Yes,Credit Card,No,28.0,1
29,98.65,Month-to-Month,No,Bank Withdrawal,Yes,16.0,0
72,97.25,One Year,Yes,Credit Card,Yes,20.0,7
24,94.6,Month-to-Month,Yes,Bank Withdrawal,Yes,3.0,0
66,104.6,One Year,No,Credit Card,Yes,15.0,7
44,20.6,One Year,No,Bank Withdrawal,,22.0,1
5,51.0,Month-to-Month,Yes,Mailed Check,Yes,59.0,0
5,85.2,Month-to-Month,Yes,Bank Withdrawal,Yes,46.0,0
29,98.6,Month-to-Month,Yes,Credit Card,Yes,2.0,0
35,33.45,Month-to-Month,Yes,Credit Card,No,12.0,0
63,80.0,One Year,No,Credit Card,Yes,18.0,9
24,70.0,One Year,No,Credit Card,No,13.0,0
13,84.45,Month-to-Month,Yes,Bank Withdrawal,Yes,4.0,0
1,24.25,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,0
7,79.3,Month-to-Month,Yes,Bank Withdrawal,No,16.0,0
55,100.0,One Year,Yes,Bank Withdrawal,No,7.0,0
37,76.25,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,0
10,19.85,Month-to-Month,Yes,Credit Card,,22.0,0
4,20.95,Month-to-Month,No,Bank Withdrawal,,20.0,0
4,70.2,Two Year,Yes,Bank Withdrawal,Yes,8.0,5
13,49.95,Month-to-Month,Yes,Mailed Check,No,22.0,1
33,80.6,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,1
8,43.35,Two Year,Yes,Credit Card,Yes,27.0,1
12,49.05,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
1,20.9,Month-to-Month,No,Mailed Check,,20.0,0
72,25.0,Two Year,Yes,Bank Withdrawal,,22.0,0
1,89.1,Month-to-Month,Yes,Bank Withdrawal,Yes,3.0,0
71,61.4,Two Year,Yes,Credit Card,Yes,27.0,2
68,24.55,Two Year,No,Credit Card,,22.0,0
22,69.5,One Year,Yes,Bank Withdrawal,Yes,76.0,1
48,58.95,One Year,Yes,Bank Withdrawal,Yes,2.0,10
47,40.3,One Year,No,Bank Withdrawal,Yes,47.0,7
71,80.45,Two Year,Yes,Bank Withdrawal,Yes,27.0,1
1,90.85,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
